Date,Account,Description,Payee,Amount,Category,Is_Tax_Deductible,Is_Reimbursable,Source,TransactionID,Reviewed,ReconciliationID,SourceTransactionID,Rule_Ignored,Duplicate_Ignored
2025-07-30,US Bank Checking,CUSTOMER WITHDRAWAL,Customer Withdrawal,-20.0,Cash Spending,False,False,usbank_6055_combined.csv,07d645508c4585eade140df46313fb33,True,,,False,False
2025-04-28,US Bank CC,MAGIC JUMP RENTALS 850 SUN VALLEY    CA E87PDPL2144E1300000002M; 07394; ; ; ;,Magic Jump Rentals,229.0,Child-Related: Misc Expenses,False,False,usbank_cc - 2709_01-01-2024_07-31-2025.csv,d950e66f7784eeca12b53738ce9673ac,True,,,False,False
2025-04-17,US Bank CC,ANNUAL MEMBERSHIP FEE ; 00761; ; ; ;,Annual Membership Fee ;,0.0,Fees & Subscriptions: General,False,False,usbank_cc - 2709_01-01-2024_07-31-2025.csv,b55862b18b28a150d1ee921e4842c520,True,,,False,False
2025-04-09,US Bank CC,MAGIC JUMP RENTALS 850 SUN VALLEY    CA E87PD8L3753DK200000001N; 07394; ; ; ;,Magic Jump Rentals,-229.0,Child-Related: Misc Expenses,False,False,usbank_cc - 2709_01-01-2024_07-31-2025.csv,822728dc78c1bba382e2bff4c45c3250,True,,,False,False
2024-04-17,US Bank CC,ANNUAL MEMBERSHIP FEE ; 00761; ; ; ;,Annual Membership Fee ;,0.0,Fees & Subscriptions: General,False,False,usbank_cc - 2709_01-01-2024_07-31-2025.csv,01f2f4ad269837d9b9a9947fb8ce8e59,True,,,False,False
2024-12-31,Amex CC,RALPHS GROCERY CO   BURBANK             CA 999999950018884373496 GROCERY STORES RALPHS GROCERY CO BURBANK CA GROCERY STORES 8884373496,Ralphs Grocery Co,-89.03,Food: Groceries,False,False,amex_combined.csv,1718c21d66e8042bd0a38e63b32217e3,True,,,False,False
2024-12-30,Amex CC,TRADER JOE S #124 00BURBANK             CA 000068056446265993700 TRADER JOE S #124 000000124 BURBANK CA 6265993700,Trader Joe S,-46.85,Food: Groceries,False,False,amex_combined.csv,a34e433958ec6bb0e658ab48f1aba522,True,,,False,False
2024-12-26,Amex CC,RALPHS GROCERY CO   BURBANK             CA 99999994361 8884373496 RALPHS GROCERY CO BURBANK CA Description : GROCERY STORES Price : 0.3412 8884373496,Ralphs Grocery Co,-34.12,Food: Groceries,False,False,amex_combined.csv,58196751be68878b0da76f2a7e0f7ceb,True,,,False,False
2024-12-23,Amex CC,TRADER JOE S #124 00BURBANK             CA 000081510906265993700 TRADER JOE S #124 000000124 BURBANK CA 6265993700,Trader Joe S,-59.72,Food: Groceries,False,False,amex_combined.csv,623cf7155cb35ff1b79aaeccd2e833f8,True,,,False,False
2024-12-22,Amex CC,RENEWAL MEMBERSHIP FEE RENEWAL MEMBERSHIP FEE,Renewal Membership Fee Renewal Membership Fee,-95.0,Fees & Subscriptions: Credit Card,False,False,amex_combined.csv,a52036df174bd891971eb9edf23d1f7d,True,,,False,False
2024-12-15,Amex CC,ARCO #42256 ARCO4225GLENDALE            CA 501002350   0000000000 ARCO #42256 ARCO42256001 GLENDALE CA Description : GAS/OIL Price : 0.3052 0000000000,Arco,-30.52,Auto & Transport: Gasoline,False,False,amex_combined.csv,128f107b62c34538f92af93ba3f883b1,True,,,False,False
2024-12-15,Amex CC,TRADER JOE S #124 00BURBANK             CA 000067967196265993700 TRADER JOE S #124 000000124 BURBANK CA 6265993700,Trader Joe S,-39.07,Food: Groceries,False,False,amex_combined.csv,e0e0345b187d5afaf55039b0ffc45dd6,True,,,False,False
2024-12-14,Amex CC,GELSON'S MARKETS #11HOLLYWOOD           CA 000063967   3234647316 GELSON'S MARKETS #114 000000000206602 HOLLYWOOD CA 3234647316,Gelson'S Markets,-8.99,Food: Groceries,False,False,amex_combined.csv,16800ef590d8aab6c922eb68f5bef6c6,True,,,False,False
2024-12-14,Amex CC,RALPHS GROCERY CO   BURBANK             CA 99999994349 8884373496 RALPHS GROCERY CO BURBANK CA Description : GROCERY STORES Price : 0.2482 8884373496,Ralphs Grocery Co,-24.82,Food: Groceries,False,False,amex_combined.csv,c86ecad3b3c42fd19c61dd57f0376ede,True,,,False,False
2024-12-09,Amex CC,PAVILIONS #2229 2229LOS ANGELES         CA 22290005    800-898-4027 PAVILIONS #2229 2229 LOS ANGELES CA Description : GROCERIES/SUNDRIES Price : 0.00 800-898-4027,Pavilions,-48.42,Food: Groceries,False,False,amex_combined.csv,509d9c69718c5fde8be885b7b0d4fea6,True,,,False,False
2024-12-05,Amex CC,RALPHS GROCERY CO   BURBANK             CA 999999943408884373496 GROCERY STORES RALPHS GROCERY CO BURBANK CA GROCERY STORES 8884373496,Ralphs Grocery Co,-96.04,Food: Groceries,False,False,amex_combined.csv,fd710c81d21c2038df216a98339dab9b,True,,,False,False
2024-12-05,Amex CC,SPOTHERO 844-356-805CHICAGO             IL NT_RLQGULYB +18443568054 SPOTHERO 844-356-8054 CHICAGO IL +18443568054,Spothero,-66.62,Auto & Transport: Fees & Registration,False,False,amex_combined.csv,deea73734c16dbbe412cf7c58c2c5977,True,,,False,False
2024-12-04,Amex CC,7-ELEVEN 25174 00072GLENDALE            CA 800471205 7 818-843-5015 7-ELEVEN 25174 00072517421 GLENDALE CA Description : GAS/MSC98  80477421 Price : 0.4229 818-843-5015,7-Eleven,-42.29,Auto & Transport: Gasoline,False,False,amex_combined.csv,e268abe199d8aec98546103c7491948e,True,,,False,False
2024-11-30,Amex CC,RALPHS GROCERY CO   BURBANK             CA 99999994335 8884373496 RALPHS GROCERY CO BURBANK CA Description : GROCERY STORES Price : 0.0594 8884373496,Ralphs Grocery Co,-5.94,Food: Groceries,False,False,amex_combined.csv,b27dd1e7a064fac61f1f9d6160f523b2,True,,,False,False
2024-11-30,Amex CC,RALPHS GROCERY CO   BURBANK             CA 999999943358884373496 GROCERY STORES RALPHS GROCERY CO BURBANK CA GROCERY STORES 8884373496,Ralphs Grocery Co,-18.96,Food: Groceries,False,False,amex_combined.csv,23add7a6f9bbe8711dd3239d8c029228,True,,,False,False
2024-11-30,Amex CC,TRADER JOE S #124 00BURBANK             CA 000078702386265993700 TRADER JOE S #124 000000124 BURBANK CA 6265993700,Trader Joe S,-23.87,Food: Groceries,False,False,amex_combined.csv,1dd757915376397e68fffd117a768c3c,True,,,False,False
2024-11-30,Amex CC,TRADER JOE S #124 00BURBANK             CA 000078702406265993700 TRADER JOE S #124 000000124 BURBANK CA 6265993700,Trader Joe S,-72.02,Food: Groceries,False,False,amex_combined.csv,ea5c07af0f456d6875a37bcfb09f62b4,True,,,False,False
2024-11-29,Amex CC,ARCO #42627 AMPM ARCTHOUSAND PALM       CA 501004604   0000000000 ARCO #42627 AMPM ARCO42627001 THOUSAND PALM CA Description : GAS/OIL Price : 0.3629 0000000000,Arco,-36.29,Auto & Transport: Gasoline,False,False,amex_combined.csv,558fa48fb1056c1ddb991dc0143ffd95,True,,,False,False
2024-11-25,Amex CC,TRADER JOE S #124 00BURBANK             CA 000094977276265993700 TRADER JOE S #124 000000124 BURBANK CA 6265993700,Trader Joe S,-28.75,Food: Groceries,False,False,amex_combined.csv,757fe5850f962dad213f823f0749c8c2,True,,,False,False
2024-11-24,Amex CC,TRADER JOE S #124 00BURBANK             CA 000081364106265993700 TRADER JOE S #124 000000124 BURBANK CA 6265993700,Trader Joe S,-90.9,Food: Groceries,False,False,amex_combined.csv,4980487fc369c140a8bf3c8f118a9955,True,,,False,False
2024-11-18,Amex CC,RALPHS GROCERY CO   BURBANK             CA 999999943238884373496 GROCERY STORES RALPHS GROCERY CO BURBANK CA GROCERY STORES 8884373496,Ralphs Grocery Co,-79.89,Food: Groceries,False,False,amex_combined.csv,1110305a451c937a1336c8bca56eb2fc,True,,,False,False
2024-11-16,Amex CC,USA 63037 TESO630370LOS ANGELES         CA 501001455   0000000000 USA 63037 TESO63037001 LOS ANGELES CA Description : GAS/OIL Price : 0.4207 0000000000,Usa,-42.07,Auto & Transport: Gasoline,False,False,amex_combined.csv,a15652ed2a5141968d45c2d5c0aed840,True,,,False,False
2024-11-15,Amex CC,TRADER JOE S #124 00BURBANK             CA 000081324926265993700 TRADER JOE S #124 000000124 BURBANK CA 6265993700,Trader Joe S,-36.18,Food: Groceries,False,False,amex_combined.csv,fb20ad5cfb01b3e2c0d6a63c62530706,True,,,False,False
2024-11-13,Amex CC,TRADER JOE S #124 00BURBANK             CA 000067762846265993700 TRADER JOE S #124 000000124 BURBANK CA 6265993700,Trader Joe S,-12.52,Food: Groceries,False,False,amex_combined.csv,55803d964d219fafa5c691d63699c5ef,True,,,False,False
2024-11-12,Amex CC,RALPHS GROCERY CO   BURBANK             CA 999999943178884373496 GROCERY STORES RALPHS GROCERY CO BURBANK CA GROCERY STORES 8884373496,Ralphs Grocery Co,-6.6,Food: Groceries,False,False,amex_combined.csv,58af4a2e363f60ee9d4c64cb427af86c,True,,,False,False
2024-11-12,Amex CC,RALPHS GROCERY CO   BURBANK             CA 999999943178884373496 GROCERY STORES RALPHS GROCERY CO BURBANK CA GROCERY STORES 8884373496,Ralphs Grocery Co,-38.67,Food: Groceries,False,False,amex_combined.csv,ee62124b3022222b153d72b60529bbb4,True,,,False,False
2024-11-11,Amex CC,WHOLEFDS SLK#10658 0LOS ANGELES         CA 033J5792CI4 5125420112 WHOLEFDS SLK#10658 000010658 LOS ANGELES CA Description : GROCERY STORES Price : 0.1099 5125420112,Wholefds Slk,-10.99,Food: Groceries,False,False,amex_combined.csv,aa4090e6cf5dce7abf8c4178960e6eec,True,,,False,False
2024-11-08,Amex CC,RALPHS GROCERY CO   BURBANK             CA 999999943138884373496 GROCERY STORES RALPHS GROCERY CO BURBANK CA GROCERY STORES 8884373496,Ralphs Grocery Co,-52.4,Food: Groceries,False,False,amex_combined.csv,6622cb3707a643bf32794de9e88ce5e2,True,,,False,False
2024-11-04,Amex CC,TRADER JOE S #124 00BURBANK             CA 000067707586265993700 TRADER JOE S #124 000000124 BURBANK CA 6265993700,Trader Joe S,-32.44,Food: Groceries,False,False,amex_combined.csv,43ff2c532e3504f50bbfeddcf684673e,True,,,False,False
2024-10-28,Amex CC,TRADER JOE S #124 00BURBANK             CA 000048610806265993700 TRADER JOE S #124 000000124 BURBANK CA 6265993700,Trader Joe S,-51.21,Food: Groceries,False,False,amex_combined.csv,5da2d49b7da947197a89a5947586723b,True,,,False,False
2024-10-24,Amex CC,TRADER JOE S #124 00BURBANK             CA 000067638106265993700 TRADER JOE S #124 000000124 BURBANK CA 6265993700,Trader Joe S,-52.02,Food: Groceries,False,False,amex_combined.csv,26524c09c0d5591ebf152bf7e6531898,True,,,False,False
2024-10-23,Amex CC,ARCO #42555 AMPM ARCPASADENA            CA 501004522   0000000000 ARCO #42555 AMPM ARCO42555001 PASADENA CA Description : GAS/OIL Price : 0.4386 0000000000,Arco,-43.86,Auto & Transport: Gasoline,False,False,amex_combined.csv,91cab9ab58c5629c47e4e96392b156ae,True,,,False,False
2024-10-20,Amex CC,RALPHS GROCERY CO   BURBANK             CA 999999942958884373496 GROCERY STORES RALPHS GROCERY CO BURBANK CA GROCERY STORES 8884373496,Ralphs Grocery Co,-20.5,Food: Groceries,False,False,amex_combined.csv,6ce3d2ebcaebc5dbebb673f4889faa0b,True,,,False,False
2024-10-17,Amex CC,TRADER JOE S #124 00BURBANK             CA 000078452766265993700 TRADER JOE S #124 000000124 BURBANK CA 6265993700,Trader Joe S,-30.49,Food: Groceries,False,False,amex_combined.csv,2a147787a3ba4165521a70bee9ce6e0f,True,,,False,False
2024-10-14,Amex CC,RALPHS GROCERY CO   BURBANK             CA 999999942898884373496 GROCERY STORES RALPHS GROCERY CO BURBANK CA GROCERY STORES 8884373496,Ralphs Grocery Co,-32.05,Food: Groceries,False,False,amex_combined.csv,dc8d07988c918c3a326208844909b3e8,True,,,False,False
2024-10-11,Amex CC,TRADER JOE S #124 00BURBANK             CA 000081162796265993700 TRADER JOE S #124 000000124 BURBANK CA 6265993700,Trader Joe S,-27.05,Food: Groceries,False,False,amex_combined.csv,22608af2fc23cd96e28aed2880ae9899,True,,,False,False
2024-10-08,Amex CC,RALPHS GROCERY CO   BURBANK             CA 999999942838884373496 GROCERY STORES RALPHS GROCERY CO BURBANK CA GROCERY STORES 8884373496,Ralphs Grocery Co,-66.76,Food: Groceries,False,False,amex_combined.csv,9fd3c7b848a2054c293864cf72e1cc1e,True,,,False,False
2024-10-07,Amex CC,ARCO #42256 ARCO4225GLENDALE            CA 501002789   0000000000 ARCO #42256 ARCO42256001 GLENDALE CA Description : GAS/OIL Price : 0.4395 0000000000,Arco,-43.95,Auto & Transport: Gasoline,False,False,amex_combined.csv,a29a37a9883892bb42aa271e364b7597,True,,,False,False
2024-10-04,Amex CC,TRADER JOE S #124 00BURBANK             CA 000031509336265993700 TRADER JOE S #124 000000124 BURBANK CA 6265993700,Trader Joe S,-35.23,Food: Groceries,False,False,amex_combined.csv,fe63f3a599c30d8ceb869d2f88a71627,True,,,False,False
2024-10-03,Amex CC,RALPHS              NORTH HOLLYWOOD     CA 99999994277 8884373496 RALPHS NORTH HOLLYWOOD CA Description : GROCERY STORES Price : 0.2697 8884373496,Ralphs,-26.97,Food: Groceries,False,False,amex_combined.csv,ba716a5a2494558c96779a295a978f4c,True,,,False,False
2024-09-29,Amex CC,TRADER JOE S #124 00BURBANK             CA 000067482846265993700 TRADER JOE S #124 000000124 BURBANK CA 6265993700,Trader Joe S,-38.31,Food: Groceries,False,False,amex_combined.csv,a2b35fb0a3842a67cdd5f45fee1edf37,True,,,False,False
2024-09-27,Amex CC,RALPHS GROCERY CO   BURBANK             CA 99999994271 8884373496 RALPHS GROCERY CO BURBANK CA Description : GROCERY STORES Price : 0.1599 8884373496,Ralphs Grocery Co,-15.99,Food: Groceries,False,False,amex_combined.csv,b927569291adb722e70254f2085001e3,True,,,False,False
2024-09-25,Amex CC,TRADER JOE S #124 00BURBANK             CA 000078318316265993700 TRADER JOE S #124 000000124 BURBANK CA 6265993700,Trader Joe S,-61.47,Food: Groceries,False,False,amex_combined.csv,063f84042e3f3749357da6f82766d71b,True,,,False,False
2024-09-21,Amex CC,SPROUTS FARMERS MARKBURBANK             CA 000020879   8185664089 SPROUTS FARMERS MARKET BURBANK CA 8185664089,Sprouts Farmers Markburbank,-42.6,Food: Groceries,False,False,amex_combined.csv,314749871ab75f5903d49234bbf8fac2,True,,,False,False
2024-09-20,Amex CC,TRADER JOE S #124 00BURBANK             CA 000051020236265993700 TRADER JOE S #124 000000124 BURBANK CA 6265993700,Trader Joe S,-69.7,Food: Groceries,False,False,amex_combined.csv,6074e6c82f1b208497ff1ec638155608,True,,,False,False
2024-09-14,Amex CC,RALPHS GROCERY CO   BURBANK             CA 999999942588884373496 GROCERY STORES RALPHS GROCERY CO BURBANK CA GROCERY STORES 8884373496,Ralphs Grocery Co,-20.5,Food: Groceries,False,False,amex_combined.csv,10092304708dfbd99be4c541ba3bcdfe,True,,,False,False
2024-09-14,Amex CC,RALPHS GROCERY CO   BURBANK             CA 99999994258 8884373496 RALPHS GROCERY CO BURBANK CA Description : GROCERY STORES Price : 0.4324 8884373496,Ralphs Grocery Co,-43.24,Food: Groceries,False,False,amex_combined.csv,6b1ebfb624781be29c91b7f28f68c913,True,,,False,False
2024-09-12,Amex CC,RALPHS              NORTH HOLLYWOOD     CA 99999994256 8884373496 RALPHS NORTH HOLLYWOOD CA Description : GROCERY STORES Price : 0.1466 8884373496,Ralphs,-14.66,Food: Groceries,False,False,amex_combined.csv,a065970c4c0ef60cab56196a8d4db59c,True,,,False,False
2024-09-12,Amex CC,RALPHS              NORTH HOLLYWOOD     CA 999999942568884373496 GROCERY STORES RALPHS NORTH HOLLYWOOD CA GROCERY STORES 8884373496,Ralphs,-19.26,Food: Groceries,False,False,amex_combined.csv,36f956eb00e7c54cdea64d2aa98b4346,True,,,False,False
2024-09-10,Amex CC,TRADER JOE S #017 00LOS ANGELES         CA 000107594316265993700 TRADER JOE S #017 000000017 LOS ANGELES CA 6265993700,Trader Joe S,-27.59,Food: Groceries,False,False,amex_combined.csv,a51101c6a915f26dbb6ee49fd3224dab,True,,,False,False
2024-09-08,Amex CC,TRADER JOE S #124 00BURBANK             CA 000081006006265993700 TRADER JOE S #124 000000124 BURBANK CA 6265993700,Trader Joe S,-101.24,Food: Groceries,False,False,amex_combined.csv,8567e8c9e0a1ee00b24e5e7bb6c0697e,True,,,False,False
2024-09-07,Amex CC,GLENROSE LIQUOR 0000GLENDALE            CA 19400060    818-822-6246 GLENROSE LIQUOR 0000 GLENDALE CA Description : LIQUOR/BEVERAGES/SN Price : 0.00 818-822-6246,Glenrose Liquor,-17.93,Food: Booze,False,False,amex_combined.csv,44fa53fe233f3993c9d934b3e3cd060c,True,,,False,False
2024-09-05,Amex CC,RALPHS GROCERY CO   BURBANK             CA 99999994249 8884373496 RALPHS GROCERY CO BURBANK CA Description : GROCERY STORES Price : 0.0987 8884373496,Ralphs Grocery Co,-9.87,Food: Groceries,False,False,amex_combined.csv,a69ba6bc3df597d53f028ef77543baeb,True,,,False,False
2024-09-04,Amex CC,RALPHS GROCERY CO   BURBANK             CA 999999942488884373496 GROCERY STORES RALPHS GROCERY CO BURBANK CA GROCERY STORES 8884373496,Ralphs Grocery Co,-16.86,Food: Groceries,False,False,amex_combined.csv,196c159051f4eb2bd40aadce6742a4db,True,,,False,False
2024-09-04,Amex CC,RALPHS GROCERY CO   BURBANK             CA 999999942488884373496 GROCERY STORES RALPHS GROCERY CO BURBANK CA GROCERY STORES 8884373496,Ralphs Grocery Co,-55.59,Food: Groceries,False,False,amex_combined.csv,860b4cf8a41c2d99fa13d664ea61affb,True,,,False,False
2024-08-31,Amex CC,TRADER JOE S #124 00BURBANK             CA 000028666296265993700 TRADER JOE S #124 000000124 BURBANK CA 6265993700,Trader Joe S,-46.04,Food: Groceries,False,False,amex_combined.csv,1a6e2ed6c5ad327de85e5e1fbaa8b887,True,,,False,False
2024-08-23,Amex CC,TRADER JOE S #124 00BURBANK             CA 000067248196265993700 TRADER JOE S #124 000000124 BURBANK CA 6265993700,Trader Joe S,-38.2,Food: Groceries,False,False,amex_combined.csv,91a9c12fbdbd6e39df4298e143245b1d,True,,,False,False
2024-08-22,Amex CC,TRADER JOE S #124 00BURBANK             CA 000059819176265993700 TRADER JOE S #124 000000124 BURBANK CA 6265993700,Trader Joe S,-29.13,Food: Groceries,False,False,amex_combined.csv,9b0f31846deda139849c623479b7c6b6,True,,,False,False
2024-08-21,Amex CC,RALPHS GROCERY CO   BURBANK             CA 999999942348884373496 GROCERY STORES RALPHS GROCERY CO BURBANK CA GROCERY STORES 8884373496,Ralphs Grocery Co,-125.84,Food: Groceries,False,False,amex_combined.csv,6cb60e53b6e90b4fa33ae438f0f14a7d,True,,,False,False
2024-08-16,Amex CC,TRADER JOE S #124 00BURBANK             CA 000067206136265993700 TRADER JOE S #124 000000124 BURBANK CA 6265993700,Trader Joe S,-73.12,Food: Groceries,False,False,amex_combined.csv,b6f559683ab12f0a5bb3ab677d9fa2b0,True,,,False,False
2024-08-12,Amex CC,TRADER JOE S #124 00BURBANK             CA 000059750366265993700 TRADER JOE S #124 000000124 BURBANK CA 6265993700,Trader Joe S,-52.3,Food: Groceries,False,False,amex_combined.csv,0574819986aa34cd1dd3443e7d02ba6b,True,,,False,False
2024-08-10,Amex CC,RALPHS GROCERY CO   BURBANK             CA 999999942248884373496 GROCERY STORES RALPHS GROCERY CO BURBANK CA GROCERY STORES 8884373496,Ralphs Grocery Co,-50.99,Food: Groceries,False,False,amex_combined.csv,38ada65d755f98dbd5f3fd88d7a7f71f,True,,,False,False
2024-08-07,Amex CC,TRADER JOE S #124 00BURBANK             CA 000078031446265993700 TRADER JOE S #124 000000124 BURBANK CA 6265993700,Trader Joe S,-44.01,Food: Groceries,False,False,amex_combined.csv,707dc6219baf80623e17abfae12da123,True,,,False,False
2024-08-04,Amex CC,TRADER JOE S #124 00BURBANK             CA 000094621916265993700 TRADER JOE S #124 000000124 BURBANK CA 6265993700,Trader Joe S,-51.49,Food: Groceries,False,False,amex_combined.csv,8fbdb801872fa9bf96f441d3b82cb36d,True,,,False,False
2024-08-01,Amex CC,TRADER JOE S #124 00BURBANK             CA 000047973236265993700 TRADER JOE S #124 000000124 BURBANK CA 6265993700,Trader Joe S,-27.12,Food: Groceries,False,False,amex_combined.csv,9ec869583c8e7b3997948cbea075b66e,True,,,False,False
2024-07-31,Amex CC,RALPHS GROCERY CO   BURBANK             CA 999999942138884373496 GROCERY STORES RALPHS GROCERY CO BURBANK CA GROCERY STORES 8884373496,Ralphs Grocery Co,-28.26,Food: Groceries,False,False,amex_combined.csv,e9e1e14cba3ed21c5d68a7b2821a3c66,True,,,False,False
2024-07-29,Amex CC,TRADER JOE S #124 00BURBANK             CA 000067099906265993700 TRADER JOE S #124 000000124 BURBANK CA 6265993700,Trader Joe S,-62.41,Food: Groceries,False,False,amex_combined.csv,8667ebfd8f81159bd717e04fed80a814,True,,,False,False
2024-07-26,Amex CC,TRADER JOE S #124 00BURBANK             CA 000077963046265993700 TRADER JOE S #124 000000124 BURBANK CA 6265993700,Trader Joe S,-79.77,Food: Groceries,False,False,amex_combined.csv,3dc416522dce36acb97d5da96bb3f23f,True,,,False,False
2024-07-22,Amex CC,RALPHS GROCERY CO   BURBANK             CA 999999942048884373496 GROCERY STORES RALPHS GROCERY CO BURBANK CA GROCERY STORES 8884373496,Ralphs Grocery Co,-84.65,Food: Groceries,False,False,amex_combined.csv,ec71c405bd201c9e2e0d12402bf3d12e,True,,,False,False
2024-07-20,Amex CC,RALPHS GROCERY CO   BURBANK             CA 999999942028884373496 GROCERY STORES RALPHS GROCERY CO BURBANK CA GROCERY STORES 8884373496,Ralphs Grocery Co,-34.99,Food: Groceries,False,False,amex_combined.csv,0abb27c81e49b3b127c27429ec739762,True,,,False,False
2024-07-20,Amex CC,RALPHS GROCERY CO   BURBANK             CA 999999942028884373496 GROCERY STORES RALPHS GROCERY CO BURBANK CA GROCERY STORES 8884373496,Ralphs Grocery Co,-81.41,Food: Groceries,False,False,amex_combined.csv,c9edd2795f5e886fa006dcc4b9aec549,True,,,False,False
2024-07-20,Amex CC,TRADER JOE S #124 00BURBANK             CA 000028365166265993700 TRADER JOE S #124 000000124 BURBANK CA 6265993700,Trader Joe S,-29.05,Food: Groceries,False,False,amex_combined.csv,5fc26ff50b8b46dbd4a02341f04c1ce9,True,,,False,False
